tcp,http,SF;1,0.40,22;4,5;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.00,32;1,1;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.00,42;11,11;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.00,52;8,8;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.00,62;7,7;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.00,72;6,6;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.00,82;9,9;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.08,92;6,25;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.00,102;3,3;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.00,112;6,6;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.00,122;16,16;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.00,132;26,26;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.00,142;36,36;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.14,152;10,14;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.00,162;2,2;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.00,172;12,12;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.00,182;9,9;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.00,6;6,6;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.00,16;16,16;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.00,26;26,26;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.12,36;6,16;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.08,46;16,26;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.06,56;26,36;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.00,1;1,1;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.00,11;11,11;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.00,21;4,4;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.00,31;14,14;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.00,41;7,7;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.00,51;17,17;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.00,3;3,3;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.00,13;13,13;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.00,23;5,5;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.00,3;1,1;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.00,13;3,3;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.00,9;2,2;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.00,19;1,1;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.00,7;7,7;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.00,17;17,17;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.00,27;9,9;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.25,7;7,8;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.11,17;17,18;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.07,27;27,28;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.00,37;1,1;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.00,47;11,11;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.09,57;21,23;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.06,67;31,33;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,1.00,1;1,2;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.22,11;2,9;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.18,21;2,33;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.20,31;3,10;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.50,41;3,4;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,1.00,51;1,2;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.33,61;2,6;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.00,71;2,2;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.20,81;3,10;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.00,91;1,1;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.18,101;3,11;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.33,111;1,6;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.22,121;2,9;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.18,131;4,11;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.18,141;4,11;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.25,151;2,8;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.29,161;3,7;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.20,171;4,10;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.17,181;3,12;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.00,7;7,7;0.00,0.00,1.00,0.00,0.00;normal
tcp,http,SF;1,0.00,17;17,17;0.00,0.00,1.00,0.00,0.00;normal
